: , RegressionTest0::test01 , RegressionTest0::test02 , RegressionTest0::test03 , RegressionTest0::test04 , RegressionTest0::test05 , RegressionTest0::test06 , RegressionTest0::test07 , RegressionTest0::test08 , RegressionTest0::test09 , RegressionTest0::test10 , RegressionTest0::test11 , RegressionTest0::test12 , RegressionTest0::test13 , RegressionTest0::test14 , RegressionTest0::test15 , RegressionTest0::test16 , RegressionTest0::test17 , RegressionTest0::test18 , RegressionTest0::test19 , RegressionTest0::test20 , RegressionTest0::test21 , RegressionTest0::test22 , RegressionTest0::test23 , RegressionTest0::test24 , RegressionTest0::test25 , RegressionTest0::test26 , RegressionTest0::test27 , RegressionTest0::test28 , RegressionTest0::test29 , RegressionTest0::test30 , RegressionTest0::test31 , RegressionTest0::test32 , RegressionTest0::test33 , RegressionTest0::test34 , RegressionTest0::test35 , RegressionTest0::test36 , RegressionTest0::test37 , RegressionTest0::test38 , RegressionTest0::test39 , RegressionTest0::test40 , RegressionTest0::test41 , RegressionTest0::test42 , RegressionTest0::test43 , RegressionTest0::test44 , RegressionTest0::test45 , RegressionTest0::test46 , RegressionTest0::test47 , RegressionTest0::test48 , RegressionTest0::test49 , RegressionTest0::test50 , RegressionTest0::test51 , RegressionTest0::test52 , RegressionTest0::test53 , RegressionTest0::test54 , RegressionTest0::test55 , RegressionTest0::test56 , RegressionTest0::test57 , RegressionTest0::test58 , RegressionTest0::test59 , RegressionTest0::test60 , RegressionTest0::test61 , RegressionTest0::test62 , RegressionTest0::test63 , RegressionTest0::test64 , RegressionTest0::test65 , RegressionTest0::test66 , RegressionTest0::test67 , RegressionTest0::test68 , RegressionTest0::test69 , RegressionTest0::test70
SimplexTableau_ESTest::test00 , 0 , 147 , 299 , 148 , 152 , 144 , 310 , 144 , 341 , 126 , 111 , 415 , 121 , 322 , 250 , 150 , 138 , 232 , 228 , 347 , 468 , 418 , 229 , 234 , 352 , 426
SimplexTableau_ESTest::test01 , 147 , 0 , 345 , 122 , 89 , 32 , 384 , 33 , 324 , 55 , 161 , 455 , 195 , 394 , 218 , 93 , 80 , 180 , 177 , 312 , 434 , 387 , 178 , 174 , 303 , 398
SimplexTableau_ESTest::test02 , 299 , 345 , 0 , 336 , 356 , 347 , 361 , 345 , 326 , 325 , 332 , 301 , 250 , 361 , 369 , 339 , 333 , 362 , 370 , 379 , 535 , 495 , 365 , 364 , 383 , 493
SimplexTableau_ESTest::test03 , 148 , 122 , 336 , 0 , 90 , 115 , 374 , 127 , 362 , 115 , 169 , 444 , 194 , 383 , 234 , 138 , 115 , 222 , 216 , 334 , 437 , 403 , 217 , 222 , 333 , 406
SimplexTableau_ESTest::test04 , 152 , 89 , 356 , 90 , 0 , 84 , 391 , 89 , 324 , 110 , 166 , 461 , 204 , 402 , 252 , 139 , 123 , 236 , 231 , 357 , 465 , 425 , 232 , 238 , 351 , 431
SimplexTableau_ESTest::test05 , 144 , 32 , 347 , 115 , 84 , 0 , 393 , 46 , 327 , 73 , 167 , 456 , 204 , 403 , 204 , 103 , 87 , 189 , 191 , 317 , 437 , 380 , 192 , 191 , 309 , 383
SimplexTableau_ESTest::test06 , 310 , 384 , 361 , 374 , 391 , 393 , 0 , 382 , 416 , 365 , 317 , 373 , 192 , 55 , 359 , 381 , 370 , 352 , 355 , 418 , 446 , 415 , 351 , 349 , 411 , 427
SimplexTableau_ESTest::test07 , 144 , 33 , 345 , 127 , 89 , 46 , 382 , 0 , 297 , 53 , 155 , 452 , 193 , 394 , 216 , 93 , 71 , 185 , 178 , 320 , 436 , 390 , 179 , 180 , 309 , 387
SimplexTableau_ESTest::test08 , 341 , 324 , 326 , 362 , 324 , 327 , 416 , 297 , 0 , 343 , 340 , 167 , 383 , 428 , 400 , 376 , 352 , 394 , 398 , 440 , 546 , 504 , 395 , 399 , 416 , 517
SimplexTableau_ESTest::test09 , 126 , 55 , 325 , 115 , 110 , 73 , 365 , 53 , 343 , 0 , 115 , 443 , 176 , 376 , 179 , 57 , 36 , 149 , 139 , 282 , 400 , 354 , 140 , 142 , 275 , 363
SimplexTableau_ESTest::test10 , 111 , 161 , 332 , 169 , 166 , 167 , 317 , 155 , 340 , 115 , 0 , 407 , 126 , 326 , 257 , 140 , 131 , 237 , 228 , 364 , 478 , 431 , 230 , 235 , 352 , 438
SimplexTableau_ESTest::test11 , 415 , 455 , 301 , 444 , 461 , 456 , 373 , 452 , 167 , 443 , 407 , 0 , 333 , 386 , 488 , 431 , 439 , 473 , 466 , 513 , 602 , 578 , 467 , 472 , 493 , 536
SimplexTableau_ESTest::test12 , 121 , 195 , 250 , 194 , 204 , 204 , 192 , 193 , 383 , 176 , 126 , 333 , 0 , 221 , 264 , 190 , 180 , 243 , 237 , 360 , 461 , 422 , 238 , 242 , 348 , 425
SimplexTableau_ESTest::test13 , 322 , 394 , 361 , 383 , 402 , 403 , 55 , 394 , 428 , 376 , 326 , 386 , 221 , 0 , 366 , 390 , 382 , 359 , 362 , 408 , 450 , 419 , 359 , 356 , 407 , 431
SimplexTableau_ESTest::test14 , 250 , 218 , 369 , 234 , 252 , 204 , 359 , 216 , 400 , 179 , 257 , 488 , 264 , 366 , 0 , 149 , 170 , 60 , 57 , 146 , 250 , 191 , 54 , 58 , 134 , 199
SimplexTableau_ESTest::test15 , 150 , 93 , 339 , 138 , 139 , 103 , 381 , 93 , 376 , 57 , 140 , 431 , 190 , 390 , 149 , 0 , 68 , 119 , 116 , 241 , 372 , 322 , 118 , 121 , 229 , 326
SimplexTableau_ESTest::test16 , 138 , 80 , 333 , 115 , 123 , 87 , 370 , 71 , 352 , 36 , 131 , 439 , 180 , 382 , 170 , 68 , 0 , 143 , 131 , 275 , 393 , 346 , 133 , 139 , 269 , 350
SimplexTableau_ESTest::test17 , 232 , 180 , 362 , 222 , 236 , 189 , 352 , 185 , 394 , 149 , 237 , 473 , 243 , 359 , 60 , 119 , 143 , 0 , 30 , 161 , 271 , 230 , 27 , 17 , 129 , 229
