: , RegressionTest0::test001 , RegressionTest0::test002 , RegressionTest0::test003 , RegressionTest0::test004 , RegressionTest0::test005 , RegressionTest0::test006 , RegressionTest0::test007 , RegressionTest0::test008 , RegressionTest0::test009 , RegressionTest0::test010 , RegressionTest0::test011 , RegressionTest0::test012 , RegressionTest0::test013 , RegressionTest0::test014 , RegressionTest0::test015 , RegressionTest0::test016 , RegressionTest0::test017 , RegressionTest0::test018 , RegressionTest0::test019 , RegressionTest0::test020 , RegressionTest0::test021 , RegressionTest0::test022 , RegressionTest0::test023 , RegressionTest0::test024 , RegressionTest0::test025 , RegressionTest0::test026 , RegressionTest0::test027 , RegressionTest0::test028 , RegressionTest0::test029 , RegressionTest0::test030 , RegressionTest0::test031 , RegressionTest0::test032 , RegressionTest0::test033 , RegressionTest0::test034 , RegressionTest0::test035 , RegressionTest0::test036 , RegressionTest0::test037 , RegressionTest0::test038 , RegressionTest0::test039 , RegressionTest0::test040 , RegressionTest0::test041 , RegressionTest0::test042 , RegressionTest0::test043 , RegressionTest0::test044 , RegressionTest0::test045 , RegressionTest0::test046 , RegressionTest0::test047 , RegressionTest0::test048 , RegressionTest0::test049 , RegressionTest0::test050 , RegressionTest0::test051 , RegressionTest0::test052 , RegressionTest0::test053 , RegressionTest0::test054 , RegressionTest0::test055 , RegressionTest0::test056 , RegressionTest0::test057 , RegressionTest0::test058 , RegressionTest0::test059 , RegressionTest0::test060 , RegressionTest0::test061 , RegressionTest0::test062 , RegressionTest0::test063 , RegressionTest0::test064 , RegressionTest0::test065 , RegressionTest0::test066 , RegressionTest0::test067 , RegressionTest0::test068 , RegressionTest0::test069 , RegressionTest0::test070 , RegressionTest0::test071 , RegressionTest0::test072 , RegressionTest0::test073 , RegressionTest0::test074 , RegressionTest0::test075 , RegressionTest0::test076 , RegressionTest0::test077 , RegressionTest0::test078 , RegressionTest0::test079 , RegressionTest0::test080 , RegressionTest0::test081 , RegressionTest0::test082 , RegressionTest0::test083 , RegressionTest0::test084 , RegressionTest0::test085 , RegressionTest0::test086 , RegressionTest0::test087 , RegressionTest0::test088 , RegressionTest0::test089 , RegressionTest0::test090 , RegressionTest0::test091 , RegressionTest0::test092 , RegressionTest0::test093 , RegressionTest0::test094 , RegressionTest0::test095 , RegressionTest0::test096 , RegressionTest0::test097 , RegressionTest0::test098 , RegressionTest0::test099 , RegressionTest0::test100 , RegressionTest0::test101 , RegressionTest0::test102 , RegressionTest0::test103 , RegressionTest0::test104 , RegressionTest0::test105
AbstractLeastSquaresOptimizer_ESTest::test00 , 0 , 258 , 111 , 156 , 144 , 129 , 137 , 317 , 847 , 847 , 267 , 834 , 265 , 238 , 297
AbstractLeastSquaresOptimizer_ESTest::test01 , 258 , 0 , 188 , 139 , 162 , 166 , 157 , 229 , 882 , 880 , 328 , 867 , 341 , 271 , 386
AbstractLeastSquaresOptimizer_ESTest::test02 , 111 , 188 , 0 , 69 , 50 , 101 , 94 , 284 , 884 , 882 , 239 , 868 , 259 , 198 , 314
AbstractLeastSquaresOptimizer_ESTest::test03 , 156 , 139 , 69 , 0 , 73 , 79 , 73 , 283 , 905 , 903 , 258 , 892 , 274 , 202 , 322
AbstractLeastSquaresOptimizer_ESTest::test04 , 144 , 162 , 50 , 73 , 0 , 53 , 51 , 286 , 884 , 883 , 240 , 866 , 268 , 203 , 312
AbstractLeastSquaresOptimizer_ESTest::test05 , 129 , 166 , 101 , 79 , 53 , 0 , 47 , 297 , 877 , 874 , 260 , 866 , 274 , 209 , 313
AbstractLeastSquaresOptimizer_ESTest::test06 , 137 , 157 , 94 , 73 , 51 , 47 , 0 , 287 , 895 , 892 , 244 , 881 , 267 , 203 , 318
AbstractLeastSquaresOptimizer_ESTest::test07 , 317 , 229 , 284 , 283 , 286 , 297 , 287 , 0 , 763 , 783 , 222 , 729 , 203 , 169 , 266
AbstractLeastSquaresOptimizer_ESTest::test08 , 847 , 882 , 884 , 905 , 884 , 877 , 895 , 763 , 0 , 49 , 820 , 266 , 784 , 807 , 639
AbstractLeastSquaresOptimizer_ESTest::test09 , 847 , 880 , 882 , 903 , 883 , 874 , 892 , 783 , 49 , 0 , 816 , 283 , 805 , 825 , 683
AbstractLeastSquaresOptimizer_ESTest::test10 , 267 , 328 , 239 , 258 , 240 , 260 , 244 , 222 , 820 , 816 , 0 , 704 , 80 , 189 , 258
AbstractLeastSquaresOptimizer_ESTest::test11 , 834 , 867 , 868 , 892 , 866 , 866 , 881 , 729 , 266 , 283 , 704 , 0 , 666 , 766 , 641
AbstractLeastSquaresOptimizer_ESTest::test12 , 265 , 341 , 259 , 274 , 268 , 274 , 267 , 203 , 784 , 805 , 80 , 666 , 0 , 127 , 218
AbstractLeastSquaresOptimizer_ESTest::test13 , 238 , 271 , 198 , 202 , 203 , 209 , 203 , 169 , 807 , 825 , 189 , 766 , 127 , 0 , 206
AbstractLeastSquaresOptimizer_ESTest::test14 , 297 , 386 , 314 , 322 , 312 , 313 , 318 , 266 , 639 , 683 , 258 , 641 , 218 , 206 , 0
